17,85
18,85
13,83
16,85
15,84
15,85
11,84
13,85
8,86
17,86
2,85
14,84
6,86
21,86
6,86
21,85
17,87
14,85
17,86
17,83
15,85
16,85
11,88
14,86
8,86
16,87
10,87
11,87
17,88
8,88
4,87
3,88
12,88
15,87
7,85
1,87
10,88
6,88
2,86
7,87
8,86
6,89
12,92
7,87
8,83
6,88
3,87
9,89
5,91
17,88
1,88
8,83
4,95
12,90
8,83
34,83
40,82
33,78
43,77
47,73
53,76
48,79
46,73
60,70
42,65
82,62
58,57
74,53
75,51
84,46
76,46
81,40
77,35
89,40
82,34
76,36
83,32
85,31
94,29
83,27
100,27
74,31
88,27
87,27
89,29
85,27
89,25
93,26
86,27
87,24
87,26
82,25
90,22
85,23
88,20
88,18
92,17
93,13
91,17
88,15
83,15
101,17
86,19
87,21
90,18
89,20
89,18
92,18
85,16
89,13
95,14
85,14
95,11
83,4
93,5
94,2
96,0
87,2
97,1
87,0
91,1
89,3
92,1
94,1
89,2
90,3
90,4
90,3
93,2
95,5
95,4
90,4
94,2
91,5
90,2
91,3
92,3
89,2
96,2
88,0
87,0
89,2
93,3
91,1
94,0
91,4
91,0
95,4
101,11
77,11
82,21
100,26
84,33
84,37
86,44
72,45
70,52
58,52
78,61
67,64
71,61
40,70
56,73
46,75
51,78
44,78
27,79
23,82
19,84
32,86
36,79
6,85
2,86
21,90
10,90
15,87
13,88
13,86
13,87
18,90
9,89
10,86
7,87
10,87
15,88
9,82
1,79
5,72
11,72
18,64
3,56
5,60
33,41
3,43
13,38
3,36
45,59
4,30
3,27
0,24
4,21
1,19
4,29
2,12
2,10
7,11
10,51
2,3
14,7
8,2
11,8
3,2
4,4
1,0
3,6
6,4
2,1
0,1
4,2
1,7
2,5
1,3
4,1
3,6
1,11
3,2
3,0
3,0
2,1
2,1
12,1
8,5
4,2
2,5
13,0
1,1
17,2
8,12
17,3
7,3
6,6
4,7
1,7
9,6
7,6
9,5
14,8
15,5
25,4
23,6
30,3
33,3
35,4
36,5
46,3
50,4
69,5
68,2
87,4
86,1
75,2
87,0
86,2
83,0
90,2
77,2
85,3
86,3
87,4
88,4
88,4
86,4
87,4
87,5
87,4
88,3
87,3
87,4
87,3
87,3
87,3
88,3
87,3
87,3
87,1
87,2
86,1
85,1
83,2
84,1
82,1
73,8
68,7
49,4
60,1
33,3
38,2
27,6
26,2
18,30
7,18
7,4
1,3
0,3
0,2
2,6
7,5
2,5
2,2
9,5
23,1
3,5
2,2
0,2
2,2
2,3
2,3
3,3
2,3
7,1
15,3
19,0
4,5
2,5
8,3
7,0
16,1
23,10
46,4
12,7
3,2
6,9
5,5
1,5
2,6
2,6
4,4
4,6
3,1
2,8
9,2
0,9
12,7
17,1
1,8
8,4
15,1
23,0
31,1
31,1
45,0
48,2
51,1
61,2
61,1
67,5
75,2
84,1
86,12
85,5
85,7
88,8
90,7
89,7
90,4
90,3
93,5
92,6
92,6
91,8
91,5
89,9
89,5
83,5
82,3
70,2
56,2
41,4
31,5
18,4
9,29
7,4
5,11
5,3
6,9
6,4
3,2
3,4
3,1
6,5
3,4
4,7
4,1
2,0
4,0
4,4
3,13
7,26
13,5
15,32
8,42
3,34
1,39
5,45
22,45
3,48
6,50
14,52
22,48
17,65
26,67
4,62
32,77
14,62
27,66
36,73
38,80
32,78
24,72
19,75
6,79
13,80
11,81
21,87
14,87
14,85
17,82
9,88
3,82
6,84
18,87
10,101
23,88
7,87
15,86
7,86
10,89
13,87
12,86
11,91
7,88
10,85
13,85
4,87
0,84
2,87
6,88
4,88
7,90
6,87
4,86
2,88
2,84
0,88
0,86
3,88
3,87
9,85
6,87
3,86
12,88
2,83
4,88
24,84
23,83
35,81
43,78
34,75
45,73
51,74
61,70
53,66
61,62
64,56
73,51
75,44
79,41
81,36
84,33
92,27
87,27
88,25
87,25
92,22
92,21
88,22
88,20
96,17
86,22
90,22
90,20
89,20
90,20
88,21
87,21
91,20
89,20
89,21
89,22
89,21
88,18
88,19
87,20
86,20
89,20
96,19
87,20
83,21
89,19
86,22
94,20
93,23
90,29
86,32
86,34
78,37
77,42
80,44
80,43
63,66
67,65
52,71
48,70
39,77
37,79
35,83
24,85
20,82
10,90
12,84
10,90
8,88
5,86
1,87
5,87
7,88
1,89
7,83
17,85
2,81
5,70
12,85
17,66
6,61
17,55
6,40
2,34
5,32
10,24
14,22
10,14
15,12
10,8
11,7
0,20
1,2
3,3
1,2
1,7
11,25
3,0
3,1
0,1
2,3
1,0
18,5
4,2
6,1
5,2
10,6
8,8
0,0
7,3
3,0
12,0
15,4
10,6
25,1
22,9
6,25
12,38
10,43
2,53
7,60
7,68
0,71
4,82
7,83
5,92
2,84
10,90
1,93
7,81
2,90
2,88
15,91
4,83
5,94
6,86
5,86
6,79
6,85
34,85
30,80
42,68
58,59
79,44
81,44
75,37
78,21
89,19
100,14
68,1
83,6
84,5
91,1
96,4
73,9
102,7
73,10
88,8
73,10
95,4
86,5
87,7
87,6
89,8
82,9
94,6
93,5
92,2
100,2
70,0
95,4
84,10
75,14
94,27
74,25
95,40
45,45
63,53
75,67
50,67
40,69
24,76
46,80
32,79
36,79
18,81
4,82
21,90
3,82
16,90
11,92
5,83
17,90
12,83
15,92
9,80
17,87
1,75
16,72
8,69
5,67
1,60
4,48
3,34
8,44
9,4
13,15
3,4
12,6
7,5
10,2
2,2
5,7
16,18
3,7
8,2
2,11
5,7
2,1
4,3
5,0
5,11
3,1
2,2
3,1
2,3
3,2
7,8
4,6
5,5
2,8
2,6
3,8
1,8
15,4
16,3
39,6
33,1
52,7
56,0
64,4
72,1
74,2
78,6
87,1
93,6
83,1
101,1
85,1
87,3
86,1
96,1
91,4
92,2
92,1
87,3
91,1
91,1
88,3
89,1
95,1
91,2
92,1
90,0
89,2
82,4
76,0
66,3
74,1
45,2
39,6
25,13
12,15
6,17
7,1
9,9
6,20
3,10
2,3
6,14
11,6
4,8
3,2
2,3
6,5
12,1
17,2
24,1
38,2
44,3
51,5
56,3
61,2
66,2
70,3
74,4
79,3
80,4
92,5
85,3
86,1
87,2
87,3
87,2
87,2
87,2
87,1
87,2
85,1
85,1
86,3
85,3
86,3
85,2
85,3
86,2
86,2
86,2
86,2
86,3
86,2
86,2
85,2
86,3
85,1
86,2
85,3
86,4
84,3
83,5
84,1
83,3
86,2
86,4
92,6
89,4
82,3
87,5
86,6
81,2
78,2
75,1
70,4
69,3
65,3
62,2
60,3
60,2
61,2
60,1
57,2
55,2
51,2
48,3
46,2
39,2
33,2
27,1
19,2
13,2
2,22
6,0
9,3
1,2
3,10
4,0
8,3
1,2
3,10
7,5
2,6
1,10
0,10
1,2
0,1
6,1
7,2
1,1
4,9
11,7
1,5
11,1
9,6
3,7
6,6
6,4
1,5
2,2
3,4
3,4
2,4
2,4
4,3
1,4
2,3
3,3
2,4
3,4
3,4
3,4
3,4
2,3
3,4
2,3
3,4
3,4
3,4
2,4
3,4
3,4
3,4
3,4
2,3
3,3
3,3
3,4
2,4
3,4
3,4
2,4
10,16
5,22
19,19
2,20
8,12
3,7
4,3
3,8
16,11
9,16
7,17
10,18
6,20
0,24
11,30
7,34
3,34
3,34
3,52
4,73
9,78
0,82
1,79
5,85
5,82
3,85
2,84
0,86
5,81
3,90
1,94
8,85
7,70
1,90
7,91
1,88
3,90
2,91
7,94
8,89
6,92
11,95
10,93
12,142
10,90
10,109
5,84
5,70
5,58
2,53
21,40
14,30
16,26
8,20
26,8
27,2
26,6
35,5
27,5
23,3
34,1
24,8
26,23
11,36
27,52
26,60
27,66
29,72
15,69
16,76
15,80
11,82
22,86
9,89
14,89
6,87
14,91
5,96
10,86
2,86
11,70
11,64
32,56
2,46
8,35
27,25
28,17
15,12
22,11
29,2
26,7
23,6
14,7
15,21
9,39
11,62
20,76
8,87
13,86
7,102
27,102
6,96
13,84
10,81
27,66
12,52
18,51
39,17
52,9
23,11
18,1
13,1
17,2
17,2
7,20
61,26
26,11
68,23
11,19
29,3
31,9
12,4
20,19
24,7
17,7
16,2
9,11
17,18
10,18
1,15
12,11
30,15
26,4
77,0
100,3
84,2
88,1
92,0
91,0
94,0
91,0
94,1
88,1
79,3
98,0
43,5
10,4
31,11
8,9
2,13
13,13
1,11
2,12
2,11
1,11
8,11
5,12
5,14
3,11
12,11
45,34
59,26
41,40
92,21
80,21
76,23
89,26
80,19
92,21
88,17
75,14
86,15
96,15
72,11
79,8
12,11
32,7
6,1
5,3
2,4
8,4
13,3
14,2
10,1
15,0
15,1
16,2
45,14
47,1
32,44
43,78
17,78
19,92
0,78
16,76
3,87
9,82
18,82
8,65
42,6
154,28
24,25
50,20
6,7
12,10
0,3
4,4
19,1
12,2
21,5
18,3
18,4
24,11
3,8
32,13
25,76
12,76
28,79
16,83
15,82
21,77
17,81
6,83
13,86
16,78
9,47
20,30
10,17
13,23
12,11
13,14
10,10
15,13
16,27
18,2
7,7
21,3
16,6
3,4
7,28
11,29
2,45
16,27
9,20
7,21
6,8
2,8
1,7
3,7
2,6
7,3
3,6
3,6
2,6
3,5
3,6
2,6
2,6
2,6
3,6
2,5
2,5
2,5
1,5
3,5
2,6
3,6
2,5
3,6
3,6
3,5
3,6
3,5
3,6
2,5
3,5
2,5
3,5
2,5
2,6
2,5
2,6
3,5
3,5
3,6
2,5
2,5
2,5
2,5
